Actions,Level,Digital actions,Industry,Sources,Links,Additional Notes,Action detail,SDGs,Individual/Organization,id,related_industry_org,Related Industry (org only),Column11
Avoid driving in peak-hour traffic.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Avoid driving in peak-hour traffic.,13,0,5727,,,
Maintain your car. ,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Maintain your car. A well-maintained car emits fewer toxic fumes.,13,0,5728,,,
plant new trees,5,0,,171 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa9QG/view,Add by Jessie Tang,Organise for your school or company to plant new trees every year. Trees give oxygen and take in carbon dioxide.,13,1,5729,,"Agriculture, forestry and fishing",
"Unplug TVs, computers and other electronics when not in use.",2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Unplug TVs, computers and other electronics when not in use.",13,0,5730,,,
Spread awareness about ways to stop global warming.,1,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Spread awareness about ways to stop global warming.,13,0,5731,,,
Only buy what you need. ,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Only buy what you need. 20-50% of the food we buy ends up in landfill.,13,0,5732,,,
clean up a portion of the beach,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Start regularly volunteering in community groups to clean up a portion of the beach from litter if living nearby.,14,0,5733,,,
"Don’t buy jewellery and other items made from coral, tortoise shells or other marine life.",3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Don’t buy jewellery and other items made from coral, tortoise shells or other marine life.",14,0,5734,,,
Eat local sustainable food.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Eat local sustainable food.,14,0,5735,,,
Support organisations that protect the oceans.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Support organisations that protect the oceans.,14,0,5736,,,
Use fewer plastic products,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Use fewer plastic products, which often ends up in oceans causing the death of marine animals.",14,0,5737,,,
Respect laws related to over-fishing.,1,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Respect laws related to over-fishing.,14,0,5738,,,
Inform yourself on ocean activities,1,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Inform yourself on ocean activities by watching educational DVDs and documentaries.,14,0,5739,,,
"Avoid buying wild-caught, salt-caught, salt-water fish for your home aquarium.",3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Avoid buying wild-caught, salt-caught, salt-water fish for your home aquarium.",14,0,5740,,,
Only use the dishwasher and laundry machine when full.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Only use the dishwasher and laundry machine when full.,14,0,5741,,,
Practice responsible recreational activities ,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Practice responsible recreational activities like boating, fishing, snorkelling and kayaking.",14,0,5742,,,
"Avoid using ON LAND pesticides that end up in rivers and lakes,",4,0,,,,Add by Jessie Tang,"Avoid using ON LAND pesticides that end up in rivers and lakes, as they are harmful to wildlife."," 6, 15",0,5743,,,
Eat seasonal produce.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Eat seasonal produce. It tastes better, it is cheaper and it is environmentally
friendly.",15,0,5744,,,
Help fund projects to rehabilitate lands.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Help fund projects to rehabilitate lands.,15,0,5745,,,
Never buy products made from threatened or endangered species.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Never buy products made from threatened or endangered species.,15,0,5746,,,
Recycle,1,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Recycle used paper and go paperless where possible.,15,0,5747,,,
"make
environmentally friendly choices",3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"When you go into stores, or when you participate in market places, make
environmentally friendly choices that are in favour of our planet.",15,0,5748,,,
Eat less meat.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Eat less meat. The production and distribution of meat has a huge impact on greenhouse gas emissions.,15,0,5749,,,
Make your own compost.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Make your own compost. It supports biodiversity, enriches the soil, and reduces the need for chemical fertilizers.",15,0,5750,,,
Participate in local urban farming.,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Participate in local urban farming.,15,0,5751,,,
Make your voice heard and vote ,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Make your voice heard and vote in your country’s elections,16,0,5752,,,
Participate in your country’s decisionmaking processes,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Participate in your country’s decisionmaking processes in an informed manner.,16,0,5753,,,
Stop violence against women.,1,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Stop violence against women. If you see it happening, report it.",16,0,5754,,,
"Find value in different demographics, thoughts and beliefs for an inclusive society.",1,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Find value in different demographics, thoughts and beliefs for an inclusive society.",16,0,5755,,,
Demonstrate a peaceful environment at home.,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Demonstrate a peaceful environment at home.,16,0,5756,,,
Be passionate about your country’s decisions,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Be passionate about your country’s decisions, and remain peaceful when standing up for what you believe in.",16,0,5757,,,
"Read, write or make a video to stand up for peace.",3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Read, write or make a video to stand up for peace.",16,0,5758,,,
reflecting,2,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Spend some time each week quietly reflecting on how you would like to relate to others.,16,0,5759,,,
Volunteer,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Volunteer at local anti-violence organisations and outreach programmes.,16,0,5760,,,
Host or participate in local community events ,3,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Host or participate in local community events to get to know one another in safe environments. This can be at sports events, barbeques, festivals and so on.",16,0,5761,,,
Encourage schools to embrace teamwork ,"4, 5",0,,,,Add by Jessie Tang,Encourage schools to embrace teamwork outside the classrooms in local communities and businesses.,17,1,5762,,Education and training,
Look for synergies and build stronger multi-stakeholder partnerships. ,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,"Look for synergies and build stronger multi-stakeholder partnerships. Share knowledge, expertise, technology and financial resources.",17,0,5763,,,
Teach kids about partnerships ,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Teach kids about partnerships through sport.,17,0,5764,,,
Collaborate with organisations that need funding,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Collaborate with organisations that need funding in an area you feel strongly about.,17,0,5765,,,
Encourage corporate social responsibility ,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Encourage corporate social responsibility towards projects related to sustainable development in developing countries.,17,0,5766,,,
Collaborate with organisations in different countries ,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Collaborate with organisations in different countries who share the same goals that you have.,17,0,5767,,,
Show the power of partnerships,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Show the power of partnerships through documentaries on success stories.,17,0,5768,,,
partner with projects that need technological skills in developing countries.,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Techno-experts: partner with projects that need technological skills in developing countries.,17,0,5769,,,
Practice teamwork at home. ,4,0,,170 Daily Actions,https://drive.google.com/file/d/1iMdE6DLLuCqwq3K9U-DaTUWB6KyMa8QG/view,Add by Jessie Tang,Practice teamwork at home. Share activities among all family members and outside the family.,17,0,5770,,,
Where to shop,4,0,,Sustainable Table website,https://sustainabletable.org.au/,Add by Jessie Tang,"Where to shop-
Shop Most in : farm gate or fresh off the boat, food co-ops, foos hubs, bulk food stores, accredited farmers' markets, community supported agriculture (CSA), grow your own, food swaps; organic grocer or box delivery, organic butcher, baker, sustainable fishmonger

Shop Least in: 
Large supermarkets, community or independent supermarkets, non-organic box delivery, butcher greengrocer, baker, fruit and veg market"," 2, 12, 13",0,5771,,,
"Buy local, seasonal, organic",3,0,,Sustainable Table website,https://sustainabletable.org.au/,Add by Jessie Tang,"Buy local, seasonal, organic"," 2, 12, 13",0,5772,,,
Reduce food waste; compost it:,2,0,,Sustainable Table website,https://sustainabletable.org.au/,Add by Jessie Tang,"Reduce food waste; compost it:
Plan meals to avoid food waste- check what you have in the fridge and pantry before going shopping; 
Store food properly;
Learn to use parts of produce you normally wouldn't (e.g., make a carrot top pesto);
Learn to recognize if foodis fresh/spoiled despite the 'best by' date;
Compost waste or donate it through ShareWaste"," 2, 12, 13",0,5773,,,
Source ethically grown food:,3,0,,Sustainable Table website,https://sustainabletable.org.au/,Add by Jessie Tang,"Source ethically grown food:
When purchasing meat or seafood (as a treat of course!) always source free range and organic options from ethical and sustainable producers who sellat farmers' markets or through ethical buthers"," 2, 12, 13",0,5774,,,
Grow your own food,2,0,,Sustainable Table website,https://sustainabletable.org.au/,Add by Jessie Tang,Grow your own food,12,0,5775,,,
Eat unprocessed food,2,0,,Sustainable Table website,https://sustainabletable.org.au/,Add by Jessie Tang,Eat unprocessed food," 2, 12, 13",0,5776,,,
"Avoid packaging, especially plastic",3,0,,Sustainable Table website,https://sustainabletable.org.au/,Add by Jessie Tang,"Avoid packaging, esp. Plastic:
Don't buy pre-packaged fresh
Don't use a plastic bag to pack produce
Buy non-perishable items in bulk and take your own containers;
Take your own reusable shopping bags;
Make food from scratch and freeze excess rather than buying packaged meals;
Reuse glass jars for preserving food;
Use fresh, rathe than tinned produce;
Shop at farmers' market where verylittle packaging is used."," 2, 12, 13, 14, 15",0,5777,,,
"Refuse, reduce, reuse, repair, repurpose, recycle:",2,0,,Sustainable Table website,https://sustainabletable.org.au/,Add by Jessie Tang,"Refuse, reduce, reuse, repair, repurpose, recycle:
Refuse-ask 'do I really need to buy this?'
Reduce- avoid redundant products
Reuse- no single use plastic
Repair- Extend the life of a product
Repurpose- new life for old produt
Recycle- the last step, do this properly"," 2, 12, 13, 14, 15",0,5778,,,
Ask questions about your food:,2,0,,Sustainable Table website,https://sustainabletable.org.au/,Add by Jessie Tang,"Ask questions about your food:
Vote with your wallet: the oly way that shops, restaurants and supermarkets willchange what they serve or stock is if sales decline and the recognise that their customers want something else.
Ask about te origin of the food and way it was grown/sourced.
Refuse single- use plastic and plastic packaging - provide your own bags/containers."," 2, 12, 13, 14, 15",0,5779,,,
Renewable energy- Solar electricity:,5,0,,,https://www.northsydney.nsw.gov.au/Environment_Waste/Get_Involved/Futureproofing_Apartments,Add by Jessie Tang,"Renewable energy- Solar electricity:
common areas, sharing among apartments, peer to peer trading, battery storage, or store energy in hot water system tanks"," 7, 9, 11",1,5780,,"Electricity, gas, water and waste services",
Renewable energy- Space heating:,5,0,,,https://www.northsydney.nsw.gov.au/Environment_Waste/Get_Involved/Futureproofing_Apartments,Add by Jessie Tang,"Renewable energy- Space heating:
With reverse-cycle air conditioners"," 7, 9, 11",1,5781,,"Electricity, gas, water and waste services",
Renewable energy- Hot water,5,0,,,https://www.northsydney.nsw.gov.au/Environment_Waste/Get_Involved/Futureproofing_Apartments,Add by Jessie Tang,Renewable energy- Hot water- fuel switching to replace gas for domestic hotwater with renewable heat energy- (heat pumps)," 6, 7, 9, 11",1,5782,,"Electricity, gas, water and waste services",
Energy and water savings,5,0,,,https://www.northsydney.nsw.gov.au/Environment_Waste/Get_Involved/Futureproofing_Apartments,Add by Jessie Tang,"Energy and water savings:
Colling towers/HVAC
Smart controls- for lighting fans & pumps
Capacity charge $ savings
LED lighting
Water pressure pumps & VSDs
Swimming pool efficiency
Electric vehicle charging"," 6, 7, 9, 11",1,5783,,"Electricity, gas, water and waste services",
Climate Conversition Guide- 5 Tips,3,0,,Climate Conversation guide,,Add by Jessie Tang,"Climate Conversition Guide- 5 Tips:
1. Ask questions- seek to understand;
2. Listen without judgement;
3. Focus on the Vision;
4. Help people see their place in the solutions;
5. Talk about your feelings, what you're doing and why"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",0,5784,,,
Host or shop at Virtual Garage Sales or Community Garage Sales,3,0,,,,Add by Jessie Tang,Host or shop at Virtual Garage Sales or Community Garage Sales," 11, 12",0,5785,,,
Return and Earn,3,0,,Return and Earn (NSW Container Deposit Scheme ),https://www.lanecove.nsw.gov.au/CouncilServices/WasteandRecycling/Pages/NSWContainerDepositScheme.aspx,Add by Jessie Tang,"Return and Earn: 
Collect your drink containers and return them to the collection station"," 13, 14, 15",0,5786,,,
Rain water tank to collect rain water,2,0,,Lane Cove Council,https://www.lanecove.nsw.gov.au/YourCouncil/CouncilsPlans/Pages/ClimateResilience.aspx,Add by Jessie Tang,Rain water tank to collect rain water," 6, 15",0,5787,,,
